"Deliverable 
(Streamtime: Item Name)","Description
(Streamtime: Description)",Resource, Dept Rate,Effort / Quantity,Cost Rate ,Total Cost ,Sell Rate,Total Sell ,Deliverable Price ,Internal Notes
"[Essential] Marketing Automation: Monthly Management & Reporting (<$60,000 budget)",- Monitoring and provision of email marketing report.,Marketing Director,Marketing Direction,0, $ 240 , $ -   , $ 240 , $ -   ,,
"[Essential] Marketing Automation: Monthly Management & Reporting (<$60,000 budget)",- Monitoring and provision of email marketing report.,Marketer,Marketing,4, $ 140 , $ 560 , $ 170 , $ 680.00 ,,
[Custom] MA asset: Complex EDM (Master),"- Design and development of 1 master HTML email template
- Copywriting (400 words plus subject) and creatives (up to 5 images) for 1 email

Output: Email Client Tested HTML Email",Copywriter,Content,4, $ 147 , $ 588 , $ 170 , $ 680.00 ," $ 4,185.00 ",
[Custom] MA asset: Complex EDM (Master),"- Design and development of 1 master HTML email template
- Copywriting (400 words plus subject) and creatives (up to 5 images) for 1 email

Output: Email Client Tested HTML Email",Designer,Creative,10, $ 122 ," $ 1,220 ", $ 170 ," $ 1,700.00 ",,
[Custom] MA asset: Complex EDM (Master),"- Design and development of 1 master HTML email template
- Copywriting (400 words plus subject) and creatives (up to 5 images) for 1 email

Output: Email Client Tested HTML Email",[Expense],Shutterstock (per image),2, $ 50 , $ 100 , $ 50 , $ 100.00 ,,
[Custom] MA asset: Complex EDM (Master),"- Design and development of 1 master HTML email template
- Copywriting (400 words plus subject) and creatives (up to 5 images) for 1 email

Output: Email Client Tested HTML Email",Creative Director,Creative,0.5, $ 122 , $ 61 , $ 170 , $ 85.00 ,,
[Custom] MA asset: Complex EDM (Master),"- Design and development of 1 master HTML email template
- Copywriting (400 words plus subject) and creatives (up to 5 images) for 1 email

Output: Email Client Tested HTML Email",Project Manager,Project Management,4, $ 131 , $ 524 , $ 180 , $ 720.00 ,,
[Custom] MA asset: Complex EDM (Master),"- Design and development of 1 master HTML email template
- Copywriting (400 words plus subject) and creatives (up to 5 images) for 1 email

Output: Email Client Tested HTML Email",Developer,Tech,6, $ 144 , $ 864 , $ 150 , $ 900.00 ,,
[Custom] MA asset: Simple EDM (Master),"- Design and development of 1 master HTML email template (Header, Body, Footer)
- Copywriting (400 words plus subject) and creatives (up to 5 images) for 1 email",Copywriter,Content,3, $ 147 , $ 441 , $ 170 , $ 510.00 ," $ 1,925.00 ",
[Custom] MA asset: Simple EDM (Master),"- Design and development of 1 master HTML email template (Header, Body, Footer)
- Copywriting (400 words plus subject) and creatives (up to 5 images) for 1 email",Designer,Creative,3, $ 122 , $ 366 , $ 170 , $ 510.00 ,,
[Custom] MA asset: Simple EDM (Master),"- Design and development of 1 master HTML email template (Header, Body, Footer)
- Copywriting (400 words plus subject) and creatives (up to 5 images) for 1 email",[Expense],Shutterstock (per image),2, $ 50 , $ 100 , $ 50 , $ 100.00 ,,
[Custom] MA asset: Simple EDM (Master),"- Design and development of 1 master HTML email template (Header, Body, Footer)
- Copywriting (400 words plus subject) and creatives (up to 5 images) for 1 email",Creative Director,Creative,0.5, $ 122 , $ 61 , $ 170 , $ 85.00 ,,
[Custom] MA asset: Simple EDM (Master),"- Design and development of 1 master HTML email template (Header, Body, Footer)
- Copywriting (400 words plus subject) and creatives (up to 5 images) for 1 email",Project Manager,Project Management,4, $ 131 , $ 524 , $ 180 , $ 720.00 ,,
[Custom] MA asset: Simple EDM (Master),"- Design and development of 1 master HTML email template (Header, Body, Footer)
- Copywriting (400 words plus subject) and creatives (up to 5 images) for 1 email",Developer,Tech,0, $ 144 , $ -   , $ 150 , $ -   ,,
[Custom] MA asset: Simple EDM (Adaptation),"- Adaptation of EDM Simple email template (Header, Body, Footer)
- Copywriting (400 words plus subject) and creatives (up to 5 images) for 1 email",Copywriter,Content,2, $ 147 , $ 294 , $ 170 , $ 340.00 , $ 875.00 ,
[Custom] MA asset: Simple EDM (Adaptation),"- Adaptation of EDM Simple email template (Header, Body, Footer)
- Copywriting (400 words plus subject) and creatives (up to 5 images) for 1 email",Designer,Creative,1, $ 122 , $ 122 , $ 170 , $ 170.00 ,,
[Custom] MA asset: Simple EDM (Adaptation),"- Adaptation of EDM Simple email template (Header, Body, Footer)
- Copywriting (400 words plus subject) and creatives (up to 5 images) for 1 email",[Expense],Shutterstock (per image),2, $ 50 , $ 100 , $ 50 , $ 100.00 ,,
[Custom] MA asset: Simple EDM (Adaptation),"- Adaptation of EDM Simple email template (Header, Body, Footer)
- Copywriting (400 words plus subject) and creatives (up to 5 images) for 1 email",Creative Director,Creative,0.5, $ 122 , $ 61 , $ 170 , $ 85.00 ,,
[Custom] MA asset: Simple EDM (Adaptation),"- Adaptation of EDM Simple email template (Header, Body, Footer)
- Copywriting (400 words plus subject) and creatives (up to 5 images) for 1 email",Project Manager,Project Management,1, $ 131 , $ 131 , $ 180 , $ 180.00 ,,
[Custom] MA asset: Simple EDM (Adaptation),"- Adaptation of EDM Simple email template (Header, Body, Footer)
- Copywriting (400 words plus subject) and creatives (up to 5 images) for 1 email",Developer,Tech,0, $ 144 , $ -   , $ 150 , $ -   ,,
[Custom] MA asset: Nurture Email (Master),"- Design and development of 1 master HTML email template
- Copywriting (200 to 250 words plus subject) and creatives (up to 2 images) for 1 email",Copywriter,Content,4, $ 147 , $ 588 , $ 170 , $ 680.00 ," $ 2,190.00 ",
[Custom] MA asset: Nurture Email (Master),"- Design and development of 1 master HTML email template
- Copywriting (200 to 250 words plus subject) and creatives (up to 2 images) for 1 email",Designer,Creative,4, $ 122 , $ 488 , $ 170 , $ 680.00 ,,
[Custom] MA asset: Nurture Email (Master),"- Design and development of 1 master HTML email template
- Copywriting (200 to 250 words plus subject) and creatives (up to 2 images) for 1 email",[Expense],Shutterstock (per image),2, $ 50 , $ 100 , $ 50 , $ 100.00 ,,
[Custom] MA asset: Nurture Email (Master),"- Design and development of 1 master HTML email template
- Copywriting (200 to 250 words plus subject) and creatives (up to 2 images) for 1 email",Creative Director,Creative Direction,0.25, $ 280 , $ 70 , $ 280 , $ 70.00 ,,
[Custom] MA asset: Nurture Email (Master),"- Design and development of 1 master HTML email template
- Copywriting (200 to 250 words plus subject) and creatives (up to 2 images) for 1 email",Project Manager,Project Management,2, $ 131 , $ 262 , $ 180 , $ 360.00 ,,
[Custom] MA asset: Nurture Email (Master),"- Design and development of 1 master HTML email template
- Copywriting (200 to 250 words plus subject) and creatives (up to 2 images) for 1 email",Developer,Tech,2, $ 144 , $ 288 , $ 150 , $ 300.00 ,,
[Custom] MA asset: Nurture Email (Adaptation),"- 1 HTML email template adaptation
- Copywriting (200 to 250 words plus subject) and creatives (up to 2 images) for 1 email",Copywriter,Content,2, $ 147 , $ 294 , $ 170 , $ 340.00 ," $ 1,090.00 ",
[Custom] MA asset: Nurture Email (Adaptation),"- 1 HTML email template adaptation
- Copywriting (200 to 250 words plus subject) and creatives (up to 2 images) for 1 email",Designer,Creative,2, $ 122 , $ 244 , $ 170 , $ 340.00 ,,
[Custom] MA asset: Nurture Email (Adaptation),"- 1 HTML email template adaptation
- Copywriting (200 to 250 words plus subject) and creatives (up to 2 images) for 1 email",[Expense],Shutterstock (per image),1, $ 50 , $ 50 , $ 50 , $ 50.00 ,,
[Custom] MA asset: Nurture Email (Adaptation),"- 1 HTML email template adaptation
- Copywriting (200 to 250 words plus subject) and creatives (up to 2 images) for 1 email",Creative Director,Creative Direction,0, $ 280 , $ -   , $ 280 , $ -   ,,
[Custom] MA asset: Nurture Email (Adaptation),"- 1 HTML email template adaptation
- Copywriting (200 to 250 words plus subject) and creatives (up to 2 images) for 1 email",Project Manager,Project Management,2, $ 131 , $ 262 , $ 180 , $ 360.00 ,,
[Custom] MA asset: Nurture Email (Adaptation),"- 1 HTML email template adaptation
- Copywriting (200 to 250 words plus subject) and creatives (up to 2 images) for 1 email",Developer,Tech,0, $ 144 , $ -   , $ 150 , $ -   ,,
[Custom] MA asset: Newsletter (Master),"- Design and development of 1 master HTML email template
- Copywriting (400 words plus subject) and creatives (up to 5 images) for 1 email",Copywriter,Content,6, $ 147 , $ 882 , $ 170 ," $ 1,020.00 "," $ 4,390.00 ",
[Custom] MA asset: Newsletter (Master),"- Design and development of 1 master HTML email template
- Copywriting (400 words plus subject) and creatives (up to 5 images) for 1 email",Designer,Creative,8, $ 122 , $ 976 , $ 170 ," $ 1,360.00 ",,
[Custom] MA asset: Newsletter (Master),"- Design and development of 1 master HTML email template
- Copywriting (400 words plus subject) and creatives (up to 5 images) for 1 email",Project Manager,Project Management,4, $ 131 , $ 524 , $ 180 , $ 720.00 ,,
[Custom] MA asset: Newsletter (Master),"- Design and development of 1 master HTML email template
- Copywriting (400 words plus subject) and creatives (up to 5 images) for 1 email",Developer,Tech,6, $ 144 , $ 864 , $ 150 , $ 900.00 ,,
[Custom] MA asset: Newsletter (Master),"- Design and development of 1 master HTML email template
- Copywriting (400 words plus subject) and creatives (up to 5 images) for 1 email",[Expense],Shutterstock (per image),5, $ 50 , $ 250 , $ 50 , $ 250.00 ,,
[Custom] MA asset: Newsletter (Master),"- Design and development of 1 master HTML email template
- Copywriting (400 words plus subject) and creatives (up to 5 images) for 1 email",Creative Director,Creative Direction,0.5, $ 280 , $ 140 , $ 280 , $ 140.00 ,,
[Custom] MA asset: Newsletter (Adaptation),"- 1 HTML email template adaptation
- Copywriting (400 words plus subject) and creatives (up to 5 images) for 1 email",Copywriter,Content,4, $ 147 , $ 588 , $ 170 , $ 680.00 ," $ 2,370.00 ",
[Custom] MA asset: Newsletter (Adaptation),"- 1 HTML email template adaptation
- Copywriting (400 words plus subject) and creatives (up to 5 images) for 1 email",Designer,Creative,4, $ 122 , $ 488 , $ 170 , $ 680.00 ,,
[Custom] MA asset: Newsletter (Adaptation),"- 1 HTML email template adaptation
- Copywriting (400 words plus subject) and creatives (up to 5 images) for 1 email",Project Manager,Project Management,3, $ 131 , $ 393 , $ 180 , $ 540.00 ,,
[Custom] MA asset: Newsletter (Adaptation),"- 1 HTML email template adaptation
- Copywriting (400 words plus subject) and creatives (up to 5 images) for 1 email",Developer,Tech,1, $ 144 , $ 144 , $ 150 , $ 150.00 ,,
[Custom] MA asset: Newsletter (Adaptation),"- 1 HTML email template adaptation
- Copywriting (400 words plus subject) and creatives (up to 5 images) for 1 email",[Expense],Shutterstock (per image),5, $ 50 , $ 250 , $ 50 , $ 250.00 ,,
[Custom] MA asset: Newsletter (Adaptation),"- 1 HTML email template adaptation
- Copywriting (400 words plus subject) and creatives (up to 5 images) for 1 email",Creative Director,Creative Direction,0.25, $ 280 , $ 70 , $ 280 , $ 70.00 ,,
[Essential] MA asset: Simple EDM (Master),"- Design and development of 1 master HTML email template (Header, Body, Footer)
- Copywriting (400 words plus subject) and creatives (up to 5 images) for 1 email",Marketer,Marketing,7, $ 140 , $ 980 , $ 170 ," $ 1,190.00 "," $ 1,465.00 ",
[Essential] MA asset: Simple EDM (Master),"- Design and development of 1 master HTML email template (Header, Body, Footer)
- Copywriting (400 words plus subject) and creatives (up to 5 images) for 1 email",[Expense],Shutterstock (per image),2, $ 50 , $ 100 , $ 50 , $ 100.00 ,,
[Essential] MA asset: Simple EDM (Master),"- Design and development of 1 master HTML email template (Header, Body, Footer)
- Copywriting (400 words plus subject) and creatives (up to 5 images) for 1 email",Project Manager,Project Management,0.5, $ 131 , $ 66 , $ 180 , $ 90.00 ,,
[Essential] MA asset: Simple EDM (Master),"- Design and development of 1 master HTML email template (Header, Body, Footer)
- Copywriting (400 words plus subject) and creatives (up to 5 images) for 1 email",Designer,Creative,0.5, $ 122 , $ 61 , $ 170 , $ 85.00 ,,
[Essential] MA asset: Simple EDM (Adaptation),"- Adaptation of EDM Simple email template (Header, Body, Footer)
- Copywriting (400 words plus subject) and creatives (up to 5 images) for 1 email",Marketer,Marketing,3, $ 140 , $ 420 , $ 170 , $ 510.00 , $ 735.00 ,
[Essential] MA asset: Simple EDM (Adaptation),"- Adaptation of EDM Simple email template (Header, Body, Footer)
- Copywriting (400 words plus subject) and creatives (up to 5 images) for 1 email",[Expense],Shutterstock (per image),1, $ 50 , $ 50 , $ 50 , $ 50.00 ,,
[Essential] MA asset: Simple EDM (Adaptation),"- Adaptation of EDM Simple email template (Header, Body, Footer)
- Copywriting (400 words plus subject) and creatives (up to 5 images) for 1 email",Project Manager,Project Management,0.5, $ 131 , $ 66 , $ 180 , $ 90.00 ,,
[Essential] MA asset: Simple EDM (Adaptation),"- Adaptation of EDM Simple email template (Header, Body, Footer)
- Copywriting (400 words plus subject) and creatives (up to 5 images) for 1 email",Designer,Creative,0.5, $ 122 , $ 61 , $ 170 , $ 85.00 ,,
[Essential] MA asset: Nurture Email (Master),"- Design and development of 1 master HTML email template
- Copywriting (200 to 250 words plus subject) and creatives (up to 2 images) for 1 email",Marketer,Marketing,5, $ 140 , $ 700 , $ 170 , $ 850.00 ," $ 1,125.00 ",
[Essential] MA asset: Nurture Email (Master),"- Design and development of 1 master HTML email template
- Copywriting (200 to 250 words plus subject) and creatives (up to 2 images) for 1 email",[Expense],Shutterstock (per image),2, $ 50 , $ 100 , $ 50 , $ 100.00 ,,
[Essential] MA asset: Nurture Email (Master),"- Design and development of 1 master HTML email template
- Copywriting (200 to 250 words plus subject) and creatives (up to 2 images) for 1 email",Project Manager,Project Management,0.5, $ 131 , $ 66 , $ 180 , $ 90.00 ,,
[Essential] MA asset: Nurture Email (Master),"- Design and development of 1 master HTML email template
- Copywriting (200 to 250 words plus subject) and creatives (up to 2 images) for 1 email",Designer,Creative,0.5, $ 122 , $ 61 , $ 170 , $ 85.00 ,,
[Essential] MA asset: Nurture Email (Adaptation),"- 1 HTML email template adaptation
- Copywriting (200 to 250 words plus subject) and creatives (up to 2 images) for 1 email",Marketer,Marketing,2, $ 140 , $ 280 , $ 170 , $ 340.00 , $ 565.00 ,
[Essential] MA asset: Nurture Email (Adaptation),"- 1 HTML email template adaptation
- Copywriting (200 to 250 words plus subject) and creatives (up to 2 images) for 1 email",[Expense],Shutterstock (per image),1, $ 50 , $ 50 , $ 50 , $ 50.00 ,,
[Essential] MA asset: Nurture Email (Adaptation),"- 1 HTML email template adaptation
- Copywriting (200 to 250 words plus subject) and creatives (up to 2 images) for 1 email",Project Manager,Project Management,0.5, $ 131 , $ 66 , $ 180 , $ 90.00 ,,
[Essential] MA asset: Nurture Email (Adaptation),"- 1 HTML email template adaptation
- Copywriting (200 to 250 words plus subject) and creatives (up to 2 images) for 1 email",Designer,Creative,0.5, $ 122 , $ 61 , $ 170 , $ 85.00 ,,
[Essential] MA asset: Newsletter (Master),"- Design and development of 1 master HTML email template
- Copywriting (400 words plus subject) and creatives (up to 5 images) for 1 email",Marketer,Marketing,7, $ 140 , $ 980 , $ 170 ," $ 1,190.00 "," $ 1,465.00 ",
[Essential] MA asset: Newsletter (Master),"- Design and development of 1 master HTML email template
- Copywriting (400 words plus subject) and creatives (up to 5 images) for 1 email",[Expense],Shutterstock (per image),2, $ 50 , $ 100 , $ 50 , $ 100.00 ,,
[Essential] MA asset: Newsletter (Master),"- Design and development of 1 master HTML email template
- Copywriting (400 words plus subject) and creatives (up to 5 images) for 1 email",Project Manager,Project Management,0.5, $ 131 , $ 66 , $ 180 , $ 90.00 ,,
[Essential] MA asset: Newsletter (Master),"- Design and development of 1 master HTML email template
- Copywriting (400 words plus subject) and creatives (up to 5 images) for 1 email",Designer,Creative,0.5, $ 122 , $ 61 , $ 170 , $ 85.00 ,,
